sentence,frequency
গত মাসে ১ লাখ ২ ৮৭১টি প্রতিষ্ঠান মাসের হিসাব-নিকাশ দিয়ে ভ্যাট রিটার্ন দাখিল করেছে,2
দেশে ২২ ক্যারেটের এক ভরি সোনার অলংকার কিনতে লাগবে ৭৬ ৩৪১ টাকা,2
পরে করোনা সংক্রমণ প্রতিরোধে গত ২৩ জুলাই ৫ আগস্ট কঠোর লকডাউন জারি হয়,2
বাংলাদেশের স্বাধীনতার ৫০ বছর পূর্তি উপলক্ষে কোকা-কোলা অনুষ্ঠানের আয়োজন করেছে,2
অবশিষ্ট ৪০ শতাংশ জনসাধারণের উন্মুক্ত থাকবে,2
#Happy50Bangladesh শিরোনামে অনুষ্ঠানে বাংলাদেশের ৫০ বছর পূর্তিতে সারা বিশ্বের মানুষ উইশ করছে,2
"নিয়ম অনুযায়ী, নিলাম মূল্যের চেয়ে ১০ শতাংশ কমে অর্থাৎ ৫৪ টাকায় কোম্পানিটির গণপ্রস্তাব আইপিও শেয়ারের দাম নির্ধারিত হয়",2
পুঁজিবাজারে মীর আকতার ২ কোটির শেয়ার ছেড়ে বাজার ১২৫ টাকার মূলধন সংগ্রহ করেছে,2
"গত জুলাই-ডিসেম্বর সময়ে কোম্পানিটির শেয়ারপ্রতি আয় ইপিএস দাঁড়িয়েছে ২ টাকা ১৫ পয়সা, আগের বছর পরিমাণ ২ টাকা ৭ পয়সা",2
আইপিও শেয়ারকে বিবেচনায় নিলে গত ডিসেম্বর শেষে ৬ মাসে ইপিএস দাঁড়িয়েছে ১ টাকা ৭৮ পয়সা,2
কাউছ মিয়া ৬১ বছর কর দিয়ে আসছেন,2
"১৯৫৮ সালে কর দিয়ে ""ফ্রি"" হয়ে গেলাম",2
প্রতিবছরের ২৬ ডিসেম্বর বিশ্ব অর্থনৈতিক বিশ্লেষণ প্রকাশ সিইবিআর,2
পরের ২০ বছর চাঁদপুরেই ব্যবসা করেন,2
১৯৭০ সালে নারায়ণগঞ্জে আসেন তামাকের ব্যবসা করেন,2
"হচ্ছিল, ২০৩৩ সালে শীর্ষ অবস্থান আসবে চীনের",2
২০৩০ সালের ভারত হয়ে উঠবে বিশ্বের তৃতীয় বৃহৎ অর্থনীতি,2
ফেব্রুয়ারি মাসে দাম বেড়ে ১০ বছরের সর্বোচ্চ অবস্থানে উঠে আসে,2
বাকি কার্যদিবসে ব্যাংক সকাল ১০টা বেলা আড়াইটা খোলা রাখার সিদ্ধান্ত হয়,2
এক লিটারের এক বোতল সয়াবিন তেলের দাম নির্ধারণ ১৩৯ টাকা,2
শুল্কহারে চাল আমদানি ১০ জানুয়ারির মন্ত্রণালয়ে আবেদন পারবেন আমদানিকারকেরা,2
গত ১৫ মার্চ ভোজ্যতেলের দাম আরেক দফা বাড়িয়ে দাম নির্ধারণ বাণিজ্য মন্ত্রণালয়,2
"হয়, খুচরা বাজারে খোলা সয়াবিন ১১৫ টাকা লিটারে বিক্রি হবে",2
এর গত ১৭ ফেব্রুয়ারি দফায় দেশের বাজারে ভোজ্যতেলের দাম নির্ধারণ দেয় সরকার,2
মিলিয়ে প্রত্যক্ষ পরোক্ষভাবে ২০ লাখ মানুষের কর্মসংস্থান খাতে,2
ডেকোরেটরের ক্ষতির পরিমাণ ১৫ ২০ টাকা,2
সর্বশেষ গত ২৮ জুন হওয়া সীমিত ১ জুলাই চলমান কঠোর বিধিনিষেধেও পোশাকসহ অন্যান্য শিল্পকারখানা রয়েছে,2
২০০৫ সালে নেমে এসেছিল ৪০ শতাংশে,2
গত মাসে শেষ হওয়া ২০২০-২১ অর্থবছরে ৩ ১৪৫ ডলারের (২ লাখ ৬৭ ৩২৫ টাকা) পোশাক রপ্তানি হয়েছে,2
আয় গত বছরের তুলনায় সাড়ে ১২ শতাংশ বেশি,2
করোনার কারণে গত ২০১৯-২০ অর্থবছরে পোশাক রপ্তানি কমে ২ ৭৯৪ ডলার হয়েছিল,2
সর্বনিম্ন দাম? ১৯৭১ সালে সোনার ভরি ১৬০ টাকা,2
কমতে কমতে ২০২০ সালের মার্চে করোনার ছুটি ঘোষণার সূচকটি সর্বনিম্ন ৩ ৬০০ পয়েন্টে নেমে গিয়েছিল,2
মিলিয়ে দেশে বর্তমানে ১৫টি প্রতিষ্ঠান এমএফএস দিচ্ছে,2
বিশ্বব্যাংকে ২৫ বছর তিনি,2
৫০ শতাংশ কর্মকর্তা-কর্মচারী দিয়েও অফিস পরিচালনা যাবে,2
ভারতের জাতীয় আয় বাড়বে ৮ শতাংশ,2
এফবিসিসিআইয়ের সভাপতি জসিম উদ্দিন ২০১০-১২ সালে সংগঠনটির জ্যেষ্ঠ সহসভাপতি ছিলেন,2
অপর শেয়ারবাজার চট্টগ্রাম স্টক এক্সচেঞ্জে (সিএসই) সার্বিক সূচক সিএএসপিআই বেড়েছে ১২৯ পয়েন্ট,2
